,Area_Name,Crime_Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
2191,Manipur,2003,Total Property,7. Total Property Stolen & Recovered,29,423,2323464,17190467
2192,Meghalaya,2003,Total Property,7. Total Property Stolen & Recovered,103,728,2537849,268521456
2193,Mizoram,2003,Total Property,7. Total Property Stolen & Recovered,1348,2063,11824395,18953062
2194,Nagaland,2003,Total Property,7. Total Property Stolen & Recovered,163,437,4032287,9666617
2195,Odisha,2003,Total Property,7. Total Property Stolen & Recovered,4607,9462,73064104,187440215
2196,Puducherry,2003,Total Property,7. Total Property Stolen & Recovered,288,720,5686424,20367570
2197,Punjab,2003,Total Property,7. Total Property Stolen & Recovered,3895,6806,392322250,727447197
2198,Rajasthan,2003,Total Property,7. Total Property Stolen & Recovered,6845,23652,319666328,617440643
2199,Sikkim,2003,Total Property,7. Total Property Stolen & Recovered,30,127,1270754,8579505
2200,Tamil Nadu,2003,Total Property,7. Total Property Stolen & Recovered,18758,24082,368499696,539833082
2201,Tripura,2003,Total Property,7. Total Property Stolen & Recovered,108,576,2965911,14532819
2202,Uttar Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,6363,18012,506787481,805220837
2203,Uttarakhand,2003,Total Property,7. Total Property Stolen & Recovered,672,1948,16482052,51537513
2204,West Bengal,2003,Total Property,7. Total Property Stolen & Recovered,4340,15618,132050530,556555474
2205,Andaman & Nicobar Islands,2004,Total Property,7. Total Property Stolen & Recovered,95,175,3070433,5083318
2206,Andhra Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,15744,32463,282645926,776046128
2207,Arunachal Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,182,730,6137283,27988747
2208,Assam,2004,Total Property,7. Total Property Stolen & Recovered,2264,10575,34821706,205124349
2209,Bihar,2004,Total Property,7. Total Property Stolen & Recovered,3228,21673,60787255,382437886
2210,Chandigarh,2004,Total Property,7. Total Property Stolen & Recovered,849,1775,36215872,75067586
2211,Chhattisgarh,2004,Total Property,7. Total Property Stolen & Recovered,3383,10548,67401154,202799512
2212,Dadra & Nagar Haveli,2004,Total Property,7. Total Property Stolen & Recovered,50,112,7241446,618751642
2213,Daman & Diu,2004,Total Property,7. Total Property Stolen & Recovered,22,72,803600,4972825
2214,Delhi,2004,Total Property,7. Total Property Stolen & Recovered,9593,24902,115582547,2294356956
2215,Goa,2004,Total Property,7. Total Property Stolen & Recovered,312,846,9454256,95000374
2216,Gujarat,2004,Total Property,7. Total Property Stolen & Recovered,8292,28241,288923468,6575355355
2217,Haryana,2004,Total Property,7. Total Property Stolen & Recovered,5474,10821,286452866,462879255
2218,Himachal Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,481,1541,19122864,86940050
2219,Jammu & Kashmir,2004,Total Property,7. Total Property Stolen & Recovered,1039,3621,47110376,111024669
2220,Jharkhand,2004,Total Property,7. Total Property Stolen & Recovered,1743,7668,25211240,155701111
2221,Karnataka,2004,Total Property,7. Total Property Stolen & Recovered,7106,24265,303383721,812326481
2222,Kerala,2004,Total Property,7. Total Property Stolen & Recovered,3824,10598,118246729,467846875
2223,Lakshadweep,2004,Total Property,7. Total Property Stolen & Recovered,3,7,3410,7770
2224,Madhya Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,13442,37646,241735232,627039527
2225,Maharashtra,2004,Total Property,7. Total Property Stolen & Recovered,21721,65025,810624001,5206095253
2226,Manipur,2004,Total Property,7. Total Property Stolen & Recovered,31,392,5450783,40213990
2227,Meghalaya,2004,Total Property,7. Total Property Stolen & Recovered,135,711,14458164,127591156
2228,Mizoram,2004,Total Property,7. Total Property Stolen & Recovered,640,876,880200,1354490
2229,Nagaland,2004,Total Property,7. Total Property Stolen & Recovered,99,281,2491525,11990446
2230,Odisha,2004,Total Property,7. Total Property Stolen & Recovered,4759,10415,87102662,228543539
2231,Puducherry,2004,Total Property,7. Total Property Stolen & Recovered,464,730,7984326,14967498
2232,Punjab,2004,Total Property,7. Total Property Stolen & Recovered,2935,5355,378750565,1102678622
2233,Rajasthan,2004,Total Property,7. Total Property Stolen & Recovered,6796,24551,339005144,628070424
2234,Sikkim,2004,Total Property,7. Total Property Stolen & Recovered,42,168,2086835,14489542
2235,Tamil Nadu,2004,Total Property,7. Total Property Stolen & Recovered,18546,22489,356073796,554827854
2236,Tripura,2004,Total Property,7. Total Property Stolen & Recovered,94,577,6652735,16328043
2237,Uttar Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,8479,26487,578303988,1038790881
2238,Uttarakhand,2004,Total Property,7. Total Property Stolen & Recovered,658,2181,16075668,58231731
2239,West Bengal,2004,Total Property,7. Total Property Stolen & Recovered,4854,17679,134405024,586035607
2240,Andaman & Nicobar Islands,2005,Total Property,7. Total Property Stolen & Recovered,80,172,4202483,261703281
2241,Andhra Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,17962,32858,384024399,835804568
2242,Arunachal Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,247,949,10650151,103453293
2243,Assam,2005,Total Property,7. Total Property Stolen & Recovered,2881,10589,53159940,226208836
2244,Bihar,2005,Total Property,7. Total Property Stolen & Recovered,3206,20015,50933407,308853991
2245,Chandigarh,2005,Total Property,7. Total Property Stolen & Recovered,806,1796,23799716,68882824
2246,Chhattisgarh,2005,Total Property,7. Total Property Stolen & Recovered,3744,10154,144020041,284057082
2247,Dadra & Nagar Haveli,2005,Total Property,7. Total Property Stolen & Recovered,66,126,15960625,24498525
2248,Daman & Diu,2005,Total Property,7. Total Property Stolen & Recovered,24,100,1156843,8485596
2249,Delhi,2005,Total Property,7. Total Property Stolen & Recovered,10505,24493,95162967,2059791640
2250,Goa,2005,Total Property,7. Total Property Stolen & Recovered,273,854,14036795,97755667
2251,Gujarat,2005,Total Property,7. Total Property Stolen & Recovered,8366,26642,354357628,3780550600
2252,Haryana,2005,Total Property,7. Total Property Stolen & Recovered,6343,13584,750221865,969967442
2253,Himachal Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,479,1551,28142036,77410389
2254,Jammu & Kashmir,2005,Total Property,7. Total Property Stolen & Recovered,979,3544,43064999,110658546
2255,Jharkhand,2005,Total Property,7. Total Property Stolen & Recovered,1885,8814,35909015,196743782
2256,Karnataka,2005,Total Property,7. Total Property Stolen & Recovered,7973,25185,357261516,2781334074
2257,Kerala,2005,Total Property,7. Total Property Stolen & Recovered,3532,10952,95246439,672098935
2258,Lakshadweep,2005,Total Property,7. Total Property Stolen & Recovered,2,9,9410,261658
2259,Madhya Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,12822,34691,277709045,695025291
2260,Maharashtra,2005,Total Property,7. Total Property Stolen & Recovered,23704,70162,885513709,6472818409
2261,Manipur,2005,Total Property,7. Total Property Stolen & Recovered,34,389,886110,115514363
2262,Meghalaya,2005,Total Property,7. Total Property Stolen & Recovered,154,747,6766862,36733679
2263,Mizoram,2005,Total Property,7. Total Property Stolen & Recovered,963,1270,12239706,18816636
2264,Nagaland,2005,Total Property,7. Total Property Stolen & Recovered,130,492,10038405,24030333
2265,Odisha,2005,Total Property,7. Total Property Stolen & Recovered,5528,11276,120929669,303393660
2266,Puducherry,2005,Total Property,7. Total Property Stolen & Recovered,377,549,14721134,19654615
2267,Punjab,2005,Total Property,7. Total Property Stolen & Recovered,3406,5700,562267445,803333365
2268,Rajasthan,2005,Total Property,7. Total Property Stolen & Recovered,6921,19690,410789941,736101719
2269,Sikkim,2005,Total Property,7. Total Property Stolen & Recovered,40,166,1267560,5335878
2270,Tamil Nadu,2005,Total Property,7. Total Property Stolen & Recovered,17227,20352,313875556,434945098
2271,Tripura,2005,Total Property,7. Total Property Stolen & Recovered,107,640,4924595,24059098
2272,Uttar Pradesh,2005,Total Property,7. Total Property Stolen & Recovered,7898,23644,547115327,965375333
2273,Uttarakhand,2005,Total Property,7. Total Property Stolen & Recovered,717,2186,20230893,69814936
2274,West Bengal,2005,Total Property,7. Total Property Stolen & Recovered,4435,15448,109385164,496521039
2275,Andaman & Nicobar Islands,2006,Total Property,7. Total Property Stolen & Recovered,81,191,2216709,7080770
2276,Andhra Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,16837,32815,436102758,996024721
2277,Arunachal Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,334,871,11115684,46993246
2278,Assam,2006,Total Property,7. Total Property Stolen & Recovered,3159,12583,181939717,517377449
2279,Bihar,2006,Total Property,7. Total Property Stolen & Recovered,3182,20326,45435277,283145127
2280,Chandigarh,2006,Total Property,7. Total Property Stolen & Recovered,834,1648,29172639,61267281
2281,Chhattisgarh,2006,Total Property,7. Total Property Stolen & Recovered,3515,9688,79645052,349906478
2282,Dadra & Nagar Haveli,2006,Total Property,7. Total Property Stolen & Recovered,57,152,9943910,70488560
2283,Daman & Diu,2006,Total Property,7. Total Property Stolen & Recovered,26,144,3033840,19301080
2284,Delhi,2006,Total Property,7. Total Property Stolen & Recovered,9851,24041,135236686,2548624593
2285,Goa,2006,Total Property,7. Total Property Stolen & Recovered,240,801,18044619,128964711
2286,Gujarat,2006,Total Property,7. Total Property Stolen & Recovered,8903,27217,311989512,2588819656
2287,Haryana,2006,Total Property,7. Total Property Stolen & Recovered,7695,16375,440261907,793943325
2288,Himachal Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,504,1752,40052403,141066404
2289,Jammu & Kashmir,2006,Total Property,7. Total Property Stolen & Recovered,1068,3531,58372605,132745856
2290,Jharkhand,2006,Total Property,7. Total Property Stolen & Recovered,1730,9625,27779882,170093250
2291,Karnataka,2006,Total Property,7. Total Property Stolen & Recovered,7752,23164,327583403,976059874
2292,Kerala,2006,Total Property,7. Total Property Stolen & Recovered,3087,10564,122680460,1441512632
2293,Lakshadweep,2006,Total Property,7. Total Property Stolen & Recovered,12,19,111200,376300
2294,Madhya Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,12874,35604,323758170,1112553051
2295,Maharashtra,2006,Total Property,7. Total Property Stolen & Recovered,24180,70004,1038628130,7247492694
2296,Manipur,2006,Total Property,7. Total Property Stolen & Recovered,36,538,1393005,55464597
2297,Meghalaya,2006,Total Property,7. Total Property Stolen & Recovered,161,758,6506859,46353666
2298,Mizoram,2006,Total Property,7. Total Property Stolen & Recovered,895,1203,10827472,51113034
2299,Nagaland,2006,Total Property,7. Total Property Stolen & Recovered,196,511,10480827,178771972
2300,Odisha,2006,Total Property,7. Total Property Stolen & Recovered,5927,11465,136889225,410264680
2301,Puducherry,2006,Total Property,7. Total Property Stolen & Recovered,347,657,22257370,28496009
2302,Punjab,2006,Total Property,7. Total Property Stolen & Recovered,3998,7388,276979875,560219626
2303,Rajasthan,2006,Total Property,7. Total Property Stolen & Recovered,7192,22623,454715661,805113937
2304,Sikkim,2006,Total Property,7. Total Property Stolen & Recovered,61,216,2802200,9314414
2305,Tamil Nadu,2006,Total Property,7. Total Property Stolen & Recovered,15620,17787,357485712,488594368
2306,Tripura,2006,Total Property,7. Total Property Stolen & Recovered,228,898,6384673,27870880
2307,Uttar Pradesh,2006,Total Property,7. Total Property Stolen & Recovered,8133,23845,1000583842,1087334791
2308,Uttarakhand,2006,Total Property,7. Total Property Stolen & Recovered,723,1922,20570400,69956644
2309,West Bengal,2006,Total Property,7. Total Property Stolen & Recovered,3600,15721,121322464,586751748
2310,Andaman & Nicobar Islands,2007,Total Property,7. Total Property Stolen & Recovered,63,223,2627416,10346456
2311,Andhra Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,17746,32739,463292906,946145497
2312,Arunachal Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,386,896,19622170,98711949
2313,Assam,2007,Total Property,7. Total Property Stolen & Recovered,3407,17809,57835155,221355879
2314,Bihar,2007,Total Property,7. Total Property Stolen & Recovered,2778,19494,53220988,327832613
2315,Chandigarh,2007,Total Property,7. Total Property Stolen & Recovered,808,2201,30425210,99772207
2316,Chhattisgarh,2007,Total Property,7. Total Property Stolen & Recovered,3605,9837,142302236,344666888
2317,Dadra & Nagar Haveli,2007,Total Property,7. Total Property Stolen & Recovered,63,146,38924810,68476623
2318,Daman & Diu,2007,Total Property,7. Total Property Stolen & Recovered,16,105,6122750,32104265
2319,Delhi,2007,Total Property,7. Total Property Stolen & Recovered,8449,23713,100794714,1849610325
2320,Goa,2007,Total Property,7. Total Property Stolen & Recovered,237,845,17147274,129339357
2321,Gujarat,2007,Total Property,7. Total Property Stolen & Recovered,8735,26069,402552487,1693060148
2322,Haryana,2007,Total Property,7. Total Property Stolen & Recovered,7895,17536,503716384,889795438
2323,Himachal Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,557,2114,44316726,159234517
2324,Jammu & Kashmir,2007,Total Property,7. Total Property Stolen & Recovered,1267,3808,76286462,205535168
2325,Jharkhand,2007,Total Property,7. Total Property Stolen & Recovered,1582,10245,37075425,228644383
2326,Karnataka,2007,Total Property,7. Total Property Stolen & Recovered,9429,22130,334206596,1238690783
2327,Kerala,2007,Total Property,7. Total Property Stolen & Recovered,3763,12938,132700991,1538477397
2328,Madhya Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,13069,36934,424700650,959574841
2329,Maharashtra,2007,Total Property,7. Total Property Stolen & Recovered,25106,71909,1462054517,10224489784
2330,Manipur,2007,Total Property,7. Total Property Stolen & Recovered,24,893,1125910,114393817
2331,Meghalaya,2007,Total Property,7. Total Property Stolen & Recovered,331,862,8370357,33349690
2332,Mizoram,2007,Total Property,7. Total Property Stolen & Recovered,950,1281,29277424,57842771
2333,Nagaland,2007,Total Property,7. Total Property Stolen & Recovered,116,576,13297970,51881342
2334,Odisha,2007,Total Property,7. Total Property Stolen & Recovered,5667,12945,125979222,485922479
2335,Puducherry,2007,Total Property,7. Total Property Stolen & Recovered,419,891,12566834,29524932
2336,Punjab,2007,Total Property,7. Total Property Stolen & Recovered,5104,9213,448320542,830886540
2337,Rajasthan,2007,Total Property,7. Total Property Stolen & Recovered,7725,25019,567313354,983019394
2338,Sikkim,2007,Total Property,7. Total Property Stolen & Recovered,73,214,3310680,10673509
2339,Tamil Nadu,2007,Total Property,7. Total Property Stolen & Recovered,15374,17875,495527011,680515631
2340,Tripura,2007,Total Property,7. Total Property Stolen & Recovered,132,744,5015325,51376269
2341,Uttar Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,9068,26858,733279256,1259783227
2342,Uttarakhand,2007,Total Property,7. Total Property Stolen & Recovered,780,2185,33282046,103755889
2343,West Bengal,2007,Total Property,7. Total Property Stolen & Recovered,3568,17277,138824494,848181023
2344,Andaman & Nicobar Islands,2008,Total Property,7. Total Property Stolen & Recovered,112,232,3878055,12614678
2345,Andhra Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,18274,34242,560320881,1208118982
2346,Arunachal Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,401,871,24196386,88071518
2347,Assam,2008,Total Property,7. Total Property Stolen & Recovered,3857,13896,76895325,343487013
2348,Bihar,2008,Total Property,7. Total Property Stolen & Recovered,3414,21324,55371417,464392646
2349,Chandigarh,2008,Total Property,7. Total Property Stolen & Recovered,810,2529,42022211,119337288
2350,Chhattisgarh,2008,Total Property,7. Total Property Stolen & Recovered,3671,11111,131722842,383749576
2351,Dadra & Nagar Haveli,2008,Total Property,7. Total Property Stolen & Recovered,66,138,7828080,37855040
2352,Daman & Diu,2008,Total Property,7. Total Property Stolen & Recovered,31,107,4230400,46597505
2353,Delhi,2008,Total Property,7. Total Property Stolen & Recovered,5674,24583,100513072,3585385648
2354,Goa,2008,Total Property,7. Total Property Stolen & Recovered,293,1021,24414356,116536210
2355,Gujarat,2008,Total Property,7. Total Property Stolen & Recovered,9316,28840,401438417,2542202074
2356,Haryana,2008,Total Property,7. Total Property Stolen & Recovered,7704,19382,508379848,964429164
2357,Himachal Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,658,2214,44637193,162707882
2358,Jammu & Kashmir,2008,Total Property,7. Total Property Stolen & Recovered,1098,3694,61033622,163989540
2359,Jharkhand,2008,Total Property,7. Total Property Stolen & Recovered,1657,10132,35320406,359861979
2360,Karnataka,2008,Total Property,7. Total Property Stolen & Recovered,8160,26727,609152500,1921058853
